drug,month,price_gbp
Carbocisteine 375mg capsules,2023-01,3.23
Carbocisteine 375mg capsules,2023-04,6.81
Carbocisteine 375mg capsules,2023-07,8.89
Carbocisteine 375mg capsules,2023-10,5.35
Carbocisteine 375mg capsules,2024-01,3.88
Carbocisteine 375mg capsules,2024-04,4.2
Carbocisteine 375mg capsules,2024-07,3.81
Carbocisteine 375mg capsules,2024-08,3.78
Carbocisteine 375mg capsules,2024-09,3.78
Carbocisteine 375mg capsules,2024-10,3.4
Carbocisteine 375mg capsules,2025-01,2.78
Carbocisteine 375mg capsules,2025-04,2.69
Carbocisteine 375mg capsules,2025-07,2.43
Carbocisteine 375mg capsules,2025-09,2.43
Carbocisteine 375mg capsules,2025-10,2.54
Carbocisteine 375mg capsules,2026-01,2.47
Carvedilol 12.5mg tablets,2021-01,1.67
Carvedilol 12.5mg tablets,2021-04,1.62
Carvedilol 12.5mg tablets,2021-07,1.33
Carvedilol 12.5mg tablets,2021-10,1.2
Carvedilol 12.5mg tablets,2022-01,1.0
Carvedilol 12.5mg tablets,2022-04,1.01
Carvedilol 12.5mg tablets,2022-07,0.98
Carvedilol 12.5mg tablets,2022-10,0.99
Carvedilol 12.5mg tablets,2022-12,1.03
Carvedilol 12.5mg tablets,2023-01,1.25
Carvedilol 12.5mg tablets,2023-04,1.44
Carvedilol 12.5mg tablets,2023-07,1.32
Carvedilol 12.5mg tablets,2023-10,1.32
Carvedilol 12.5mg tablets,2024-01,1.44
Carvedilol 12.5mg tablets,2024-04,1.45
Carvedilol 12.5mg tablets,2024-07,1.51
Carvedilol 12.5mg tablets,2024-08,1.41
Carvedilol 12.5mg tablets,2024-09,1.41
Carvedilol 12.5mg tablets,2024-10,1.33
Carvedilol 12.5mg tablets,2025-01,1.2
Carvedilol 12.5mg tablets,2025-04,1.2
Carvedilol 12.5mg tablets,2025-07,1.09
Carvedilol 12.5mg tablets,2025-09,1.09
Carvedilol 12.5mg tablets,2025-10,1.06
Carvedilol 12.5mg tablets,2026-01,0.96
Carvedilol 25mg tablets,2021-01,2.05
Carvedilol 25mg tablets,2021-04,1.99
Carvedilol 25mg tablets,2021-07,1.73
Carvedilol 25mg tablets,2021-10,1.47
Carvedilol 25mg tablets,2022-01,1.24
Carvedilol 25mg tablets,2022-04,1.24
Carvedilol 25mg tablets,2022-07,1.23
Carvedilol 25mg tablets,2022-10,1.17
Carvedilol 25mg tablets,2022-12,1.21
Carvedilol 25mg tablets,2023-01,1.2
Carvedilol 25mg tablets,2023-04,1.26
Carvedilol 25mg tablets,2023-07,1.19
Carvedilol 25mg tablets,2023-10,1.13
Carvedilol 25mg tablets,2024-01,1.27
Carvedilol 25mg tablets,2024-04,1.26
Carvedilol 25mg tablets,2024-07,1.39
Carvedilol 25mg tablets,2024-08,1.28
Carvedilol 25mg tablets,2024-09,1.28
Carvedilol 25mg tablets,2024-10,1.2
Carvedilol 25mg tablets,2025-01,1.16
Carvedilol 25mg tablets,2025-04,1.15
Carvedilol 25mg tablets,2025-07,1.12
Carvedilol 25mg tablets,2025-09,1.12
Carvedilol 25mg tablets,2025-10,1.08
Carvedilol 25mg tablets,2026-01,0.97
Carvedilol 3.125mg tablets,2021-01,1.29
Carvedilol 3.125mg tablets,2021-04,1.37
Carvedilol 3.125mg tablets,2021-07,1.18
Carvedilol 3.125mg tablets,2021-10,1.07
Carvedilol 3.125mg tablets,2022-01,0.9
Carvedilol 3.125mg tablets,2022-04,0.91
Carvedilol 3.125mg tablets,2022-07,0.88
Carvedilol 3.125mg tablets,2022-10,0.84
Carvedilol 3.125mg tablets,2022-12,0.87
Carvedilol 3.125mg tablets,2023-01,0.86
Carvedilol 3.125mg tablets,2023-04,0.88
Carvedilol 3.125mg tablets,2023-07,0.85
Carvedilol 3.125mg tablets,2023-10,0.79
Carvedilol 3.125mg tablets,2024-01,0.89
Carvedilol 3.125mg tablets,2024-04,0.88
Carvedilol 3.125mg tablets,2024-07,0.99
Carvedilol 3.125mg tablets,2024-08,0.87
Carvedilol 3.125mg tablets,2024-09,0.87
Carvedilol 3.125mg tablets,2024-10,0.78
Carvedilol 3.125mg tablets,2025-01,0.76
Carvedilol 3.125mg tablets,2025-04,0.78
Carvedilol 3.125mg tablets,2025-07,0.74
Carvedilol 3.125mg tablets,2025-09,0.74
Carvedilol 3.125mg tablets,2025-10,0.72
Carvedilol 3.125mg tablets,2026-01,0.72
Carvedilol 6.25mg tablets,2021-01,1.3
Carvedilol 6.25mg tablets,2021-04,1.33
Carvedilol 6.25mg tablets,2021-07,1.16
Carvedilol 6.25mg tablets,2021-10,1.03
Carvedilol 6.25mg tablets,2022-01,0.9
Carvedilol 6.25mg tablets,2022-04,0.91
Carvedilol 6.25mg tablets,2022-07,0.9
Carvedilol 6.25mg tablets,2022-10,0.86
Carvedilol 6.25mg tablets,2022-12,0.88
Carvedilol 6.25mg tablets,2023-01,0.88
Carvedilol 6.25mg tablets,2023-04,1.5
Carvedilol 6.25mg tablets,2023-07,1.01
Carvedilol 6.25mg tablets,2023-10,1.22
Carvedilol 6.25mg tablets,2024-01,1.69
Carvedilol 6.25mg tablets,2024-04,1.63
Carvedilol 6.25mg tablets,2024-07,1.67
Carvedilol 6.25mg tablets,2024-08,1.57
Carvedilol 6.25mg tablets,2024-09,1.57
Carvedilol 6.25mg tablets,2024-10,1.46
Carvedilol 6.25mg tablets,2025-01,1.3
Carvedilol 6.25mg tablets,2025-04,1.22
Carvedilol 6.25mg tablets,2025-07,1.14
Carvedilol 6.25mg tablets,2025-09,1.14
Carvedilol 6.25mg tablets,2025-10,1.03
Carvedilol 6.25mg tablets,2026-01,0.97
Cefalexin 250mg capsules,2021-01,2.35
Cefalexin 250mg capsules,2021-04,2.41
Cefalexin 250mg capsules,2021-07,2.16
Cefalexin 250mg capsules,2021-10,2.03
Cefalexin 250mg capsules,2022-01,1.74
Cefalexin 250mg capsules,2022-04,1.8
Cefalexin 250mg capsules,2022-07,1.98
Cefalexin 250mg capsules,2022-10,2.02
Cefalexin 250mg capsules,2022-12,2.09
Cefalexin 250mg capsules,2023-01,2.04
Cefalexin 250mg capsules,2023-04,2.01
Cefalexin 250mg capsules,2023-07,1.88
Cefalexin 250mg capsules,2023-10,2.02
Cefalexin 250mg capsules,2024-01,1.92
Cefalexin 250mg capsules,2024-04,1.95
Cefalexin 250mg capsules,2024-07,2.12
Cefalexin 250mg capsules,2024-08,2.04
Cefalexin 250mg capsules,2024-09,2.04
Cefalexin 250mg capsules,2024-10,1.95
Cefalexin 250mg capsules,2025-01,2.13
Cefalexin 250mg capsules,2025-04,2.37
Cefalexin 250mg capsules,2025-07,2.2
Cefalexin 250mg capsules,2025-09,2.2
Cefalexin 250mg capsules,2025-10,1.92
Cefalexin 250mg capsules,2026-01,1.63
Cefalexin 250mg tablets,2021-01,2.92
Cefalexin 250mg tablets,2021-04,3.04
Cefalexin 250mg tablets,2021-07,2.7
Cefalexin 250mg tablets,2021-10,2.52
Cefalexin 250mg tablets,2022-01,2.2
Cefalexin 250mg tablets,2022-04,2.26
Cefalexin 250mg tablets,2022-07,2.56
Cefalexin 250mg tablets,2022-10,2.77
Cefalexin 250mg tablets,2022-12,2.88
Cefalexin 250mg tablets,2023-01,2.67
Cefalexin 250mg tablets,2023-04,2.64
Cefalexin 250mg tablets,2023-07,2.45
Cefalexin 250mg tablets,2023-10,2.39
Cefalexin 250mg tablets,2024-01,2.34
Cefalexin 500mg capsules,2021-01,2.6
Cefalexin 500mg capsules,2021-04,2.69
Cefalexin 500mg capsules,2021-07,2.4
Cefalexin 500mg capsules,2021-10,2.18
Cefalexin 500mg capsules,2022-01,1.88
Cefalexin 500mg capsules,2022-04,2.01
Cefalexin 500mg capsules,2022-07,2.47
Cefalexin 500mg capsules,2022-10,2.42
Cefalexin 500mg capsules,2022-12,2.52
Cefalexin 500mg capsules,2023-01,2.46
Cefalexin 500mg capsules,2023-04,2.45
Cefalexin 500mg capsules,2023-07,2.29
Cefalexin 500mg capsules,2023-10,2.39
Cefalexin 500mg capsules,2024-01,2.28
Cefalexin 500mg capsules,2024-04,2.39
Cefalexin 500mg capsules,2024-07,2.47
Cefalexin 500mg capsules,2024-08,2.4
Cefalexin 500mg capsules,2024-09,2.4
Cefalexin 500mg capsules,2024-10,2.4
Cefalexin 500mg capsules,2025-01,2.41
Cefalexin 500mg capsules,2025-04,2.53
Cefalexin 500mg capsules,2025-07,2.41
Cefalexin 500mg capsules,2025-09,2.41
Cefalexin 500mg capsules,2025-10,2.26
Cefalexin 500mg capsules,2026-01,2.02
Cefalexin 500mg tablets,2021-01,3.0
Cefalexin 500mg tablets,2021-04,3.16
Cefalexin 500mg tablets,2021-07,2.78
Cefalexin 500mg tablets,2021-10,2.59
Cefalexin 500mg tablets,2022-01,2.26
Cefalexin 500mg tablets,2022-04,2.26
Cefalexin 500mg tablets,2022-07,2.5
Cefalexin 500mg tablets,2022-10,2.7
Cefalexin 500mg tablets,2022-12,2.81
Cefalexin 500mg tablets,2023-01,2.58
Cefalexin 500mg tablets,2023-04,2.57
Cefalexin 500mg tablets,2023-07,2.4
Cefalexin 500mg tablets,2023-10,2.34
Cefalexin 500mg tablets,2024-01,2.29
Cefalexin 500mg tablets,2024-04,2.34
Cefalexin 500mg tablets,2024-07,2.39
Cefalexin 500mg tablets,2024-08,2.32
Cefalexin 500mg tablets,2024-09,2.32
Cefalexin 500mg tablets,2024-10,2.27
Cefalexin 500mg tablets,2025-01,2.43
Cefalexin 500mg tablets,2025-04,2.63
Cefalexin 500mg tablets,2025-07,2.53
Cefalexin 500mg tablets,2025-09,2.53
Cefalexin 500mg tablets,2025-10,2.36
Cefalexin 500mg tablets,2026-01,2.45
Cefradine 250mg capsules,2021-01,5.95
Cefradine 250mg capsules,2021-04,6.47
Cefradine 250mg capsules,2021-07,5.76
Cefradine 250mg capsules,2021-10,6.34
Cefradine 250mg capsules,2022-01,5.79
Cefradine 250mg capsules,2022-04,5.68
Cefradine 250mg capsules,2022-07,5.19
Cefradine 250mg capsules,2022-10,6.59
Cefradine 250mg capsules,2022-12,6.88
Cefradine 500mg capsules,2021-01,7.26
Cefradine 500mg capsules,2021-04,7.88
Cefradine 500mg capsules,2021-07,6.99
Cefradine 500mg capsules,2021-10,7.7
Cefradine 500mg capsules,2022-01,6.97
Cefradine 500mg capsules,2022-04,6.41
Cefradine 500mg capsules,2022-07,6.51
Cefradine 500mg capsules,2022-10,7.99
Cefradine 500mg capsules,2022-12,8.34
Celecoxib 100mg capsules,2021-01,2.08
Celecoxib 100mg capsules,2021-04,1.95
Celecoxib 100mg capsules,2021-07,1.65
Celecoxib 100mg capsules,2021-10,1.57
Celecoxib 100mg capsules,2022-01,1.55
Celecoxib 100mg capsules,2022-04,2.02
Celecoxib 100mg capsules,2022-07,6.26
Celecoxib 100mg capsules,2022-10,5.02
Celecoxib 100mg capsules,2022-12,5.23
Celecoxib 100mg capsules,2023-01,5.35
Celecoxib 100mg capsules,2023-04,5.32
Celecoxib 100mg capsules,2023-07,4.71
Celecoxib 100mg capsules,2023-10,4.88
Celecoxib 100mg capsules,2024-01,4.08
Celecoxib 100mg capsules,2024-04,3.72
Celecoxib 100mg capsules,2024-07,3.62
Celecoxib 100mg capsules,2024-08,3.59
Celecoxib 100mg capsules,2024-09,3.59
Celecoxib 100mg capsules,2024-10,3.03
Celecoxib 100mg capsules,2025-01,2.59
Celecoxib 100mg capsules,2025-04,2.47
Celecoxib 100mg capsules,2025-07,2.16
Celecoxib 100mg capsules,2025-09,2.16
Celecoxib 100mg capsules,2025-10,2.01
Celecoxib 100mg capsules,2026-01,1.74
Celecoxib 200mg capsules,2021-01,2.13
Celecoxib 200mg capsules,2021-04,2.0
Celecoxib 200mg capsules,2021-07,1.72
Celecoxib 200mg capsules,2021-10,1.61
Celecoxib 200mg capsules,2022-01,1.41
Celecoxib 200mg capsules,2022-04,1.69
Celecoxib 200mg capsules,2022-07,5.61
Celecoxib 200mg capsules,2022-10,4.45
Celecoxib 200mg capsules,2022-12,4.64
Celecoxib 200mg capsules,2023-01,5.07
Celecoxib 200mg capsules,2023-04,5.19
Celecoxib 200mg capsules,2023-07,4.39
Celecoxib 200mg capsules,2023-10,4.02
Celecoxib 200mg capsules,2024-01,3.8
Celecoxib 200mg capsules,2024-04,3.45
Celecoxib 200mg capsules,2024-07,3.22
Celecoxib 200mg capsules,2024-08,3.18
Celecoxib 200mg capsules,2024-09,3.18
Celecoxib 200mg capsules,2024-10,3.01
Celecoxib 200mg capsules,2025-01,2.63
Celecoxib 200mg capsules,2025-04,2.55
Celecoxib 200mg capsules,2025-07,2.2
Celecoxib 200mg capsules,2025-09,2.2
Celecoxib 200mg capsules,2025-10,1.97
Celecoxib 200mg capsules,2026-01,1.77
Celiprolol 200mg tablets,2021-01,8.72
Celiprolol 200mg tablets,2021-04,9.38
Celiprolol 200mg tablets,2021-07,9.1
Celiprolol 200mg tablets,2021-10,9.06
Celiprolol 200mg tablets,2022-01,8.72
Celiprolol 200mg tablets,2022-04,8.47
Celiprolol 200mg tablets,2022-07,9.07
Celiprolol 200mg tablets,2022-10,10.23
Celiprolol 200mg tablets,2022-12,10.68
Celiprolol 400mg tablets,2021-01,14.71
Celiprolol 400mg tablets,2021-04,16.24
Celiprolol 400mg tablets,2021-07,15.88
Celiprolol 400mg tablets,2021-10,15.37
Celiprolol 400mg tablets,2022-01,14.77
Celiprolol 400mg tablets,2022-04,13.9
Celiprolol 400mg tablets,2022-07,15.29
Celiprolol 400mg tablets,2022-10,16.96
Celiprolol 400mg tablets,2022-12,17.71
Cetirizine 10mg tablets,2021-01,1.16
Cetirizine 10mg tablets,2021-04,1.17
Cetirizine 10mg tablets,2021-07,1.1
Cetirizine 10mg tablets,2021-10,0.98
Cetirizine 10mg tablets,2022-01,0.82
Cetirizine 10mg tablets,2022-04,0.79
Cetirizine 10mg tablets,2022-07,0.78
Cetirizine 10mg tablets,2022-10,0.77
Cetirizine 10mg tablets,2022-12,0.79
Cetirizine 10mg tablets,2023-01,0.82
Cetirizine 10mg tablets,2023-04,0.82
Cetirizine 10mg tablets,2023-07,0.79
Cetirizine 10mg tablets,2023-10,0.75
Cetirizine 10mg tablets,2024-01,0.72
Cetirizine 10mg tablets,2024-04,0.68
Cetirizine 10mg tablets,2024-07,0.87
Cetirizine 10mg tablets,2024-08,0.74
Cetirizine 10mg tablets,2024-09,0.74
Cetirizine 10mg tablets,2024-10,0.8
Cetirizine 10mg tablets,2025-01,0.92
Cetirizine 10mg tablets,2025-04,0.79
Cetirizine 10mg tablets,2025-07,0.71
Cetirizine 10mg tablets,2025-09,0.71
Cetirizine 10mg tablets,2025-10,0.68
Cetirizine 10mg tablets,2026-01,0.66
Chloramphenicol 0.5% eye drops,2024-04,1.8
Chloramphenicol 0.5% eye drops,2024-07,4.26
Chloramphenicol 0.5% eye drops,2024-08,4.26
Chloramphenicol 0.5% eye drops,2024-09,4.26
Chloramphenicol 0.5% eye drops,2024-10,2.65
Chloramphenicol 0.5% eye drops,2025-01,3.37
Chloramphenicol 0.5% eye drops,2025-04,2.78
Chloramphenicol 0.5% eye drops,2025-07,2.17
Chloramphenicol 0.5% eye drops,2025-09,2.17
Chloramphenicol 0.5% eye drops,2025-10,1.67
Chloramphenicol 0.5% eye drops,2026-01,1.78
Chloramphenicol 1% eye ointment,2021-01,2.17
Chloramphenicol 1% eye ointment,2021-04,2.32
Chloramphenicol 1% eye ointment,2021-07,2.18
Chloramphenicol 1% eye ointment,2021-10,2.09
Chloramphenicol 1% eye ointment,2022-01,1.9
Chloramphenicol 1% eye ointment,2022-04,1.74
Chloramphenicol 1% eye ointment,2022-07,2.28
Chloramphenicol 1% eye ointment,2022-10,1.76
Chloramphenicol 1% eye ointment,2022-12,1.82
Chloramphenicol 1% eye ointment,2023-01,2.48
Chloramphenicol 1% eye ointment,2023-04,1.91
Chloramphenicol 1% eye ointment,2023-07,1.67
Chloramphenicol 1% eye ointment,2023-10,2.41
Chloramphenicol 1% eye ointment,2024-01,5.01
Chloramphenicol 1% eye ointment,2024-04,5.22
Chloramphenicol 1% eye ointment,2024-07,5.07
Chloramphenicol 1% eye ointment,2024-08,5.1
Chloramphenicol 1% eye ointment,2024-09,5.1
Chloramphenicol 1% eye ointment,2024-10,2.81
Chloramphenicol 1% eye ointment,2025-01,2.62
Chloramphenicol 1% eye ointment,2025-04,2.77
Chloramphenicol 1% eye ointment,2025-07,2.77
Chloramphenicol 1% eye ointment,2025-09,2.77
Chloramphenicol 1% eye ointment,2025-10,2.53
Chloramphenicol 1% eye ointment,2026-01,2.46
Chlorhexidine gluconate 0.2% mouthwash,2021-01,3.64
Chlorhexidine gluconate 0.2% mouthwash,2021-04,3.24
Chlorhexidine gluconate 0.2% mouthwash,2021-07,2.74
Chlorhexidine gluconate 0.2% mouthwash,2021-10,2.34
Chlorhexidine gluconate 0.2% mouthwash,2022-01,1.96
Chlorhexidine gluconate 0.2% mouthwash,2022-04,2.07
Chlorhexidine gluconate 0.2% mouthwash,2022-07,2.08
Chlorhexidine gluconate 0.2% mouthwash,2022-10,2.16
Chlorhexidine gluconate 0.2% mouthwash,2022-12,2.24
Chlorhexidine gluconate 0.2% mouthwash,2023-01,2.19
Chlorhexidine gluconate 0.2% mouthwash,2023-04,2.35
Chlorhexidine gluconate 0.2% mouthwash,2023-07,2.25
Chlorhexidine gluconate 0.2% mouthwash,2023-10,2.24
Chlorhexidine gluconate 0.2% mouthwash,2024-01,2.7
Chlorhexidine gluconate 0.2% mouthwash,2024-04,2.36
Chlorhexidine gluconate 0.2% mouthwash,2024-07,2.43
Chlorhexidine gluconate 0.2% mouthwash,2024-08,2.36
Chlorhexidine gluconate 0.2% mouthwash,2024-09,2.36
Chlorhexidine gluconate 0.2% mouthwash,2024-10,2.11
Chlorhexidine gluconate 0.2% mouthwash,2025-01,2.31
Chlorphenamine 4mg tablets,2023-07,1.09
Chlorphenamine 4mg tablets,2023-10,1.36
Chlorphenamine 4mg tablets,2024-01,1.39
Chlorphenamine 4mg tablets,2024-04,0.9
Chlorphenamine 4mg tablets,2024-07,1.04
Chlorphenamine 4mg tablets,2024-08,0.92
Chlorphenamine 4mg tablets,2024-09,0.92
Chlorphenamine 4mg tablets,2024-10,0.82
Chlorphenamine 4mg tablets,2025-01,0.89
Chlorphenamine 4mg tablets,2025-04,0.81
Chlorphenamine 4mg tablets,2025-07,0.76
Chlorphenamine 4mg tablets,2025-09,0.76
Chlorphenamine 4mg tablets,2025-10,0.78
Chlorphenamine 4mg tablets,2026-01,0.7
Chlorpromazine 100mg tablets,2021-01,16.51
Chlorpromazine 100mg tablets,2021-04,13.75
Chlorpromazine 100mg tablets,2021-07,12.49
Chlorpromazine 100mg tablets,2021-10,12.2
Chlorpromazine 100mg tablets,2022-01,9.42
Chlorpromazine 100mg tablets,2022-04,8.55
Chlorpromazine 100mg tablets,2022-07,9.03
Chlorpromazine 100mg tablets,2022-10,13.04
Chlorpromazine 100mg tablets,2022-12,13.62
Chlorpromazine 100mg tablets,2023-01,22.62
Chlorpromazine 100mg tablets,2023-04,21.45
Chlorpromazine 100mg tablets,2023-07,25.27
Chlorpromazine 100mg tablets,2023-10,24.03
Chlorpromazine 100mg tablets,2024-01,22.06
Chlorpromazine 25mg tablets,2021-01,16.47
Chlorpromazine 25mg tablets,2021-04,13.5
Chlorpromazine 25mg tablets,2021-07,12.21
Chlorpromazine 25mg tablets,2021-10,10.65
Chlorpromazine 25mg tablets,2022-01,8.66
Chlorpromazine 25mg tablets,2022-04,7.97
Chlorpromazine 25mg tablets,2022-07,8.34
Chlorpromazine 25mg tablets,2022-10,12.74
Chlorpromazine 25mg tablets,2022-12,13.3
Chlorpromazine 25mg tablets,2023-01,21.8
Chlorpromazine 25mg tablets,2023-04,21.74
Chlorpromazine 25mg tablets,2023-07,25.14
Chlorpromazine 25mg tablets,2023-10,24.88
Chlorpromazine 25mg tablets,2024-01,22.09
Chlorpromazine 25mg tablets,2024-04,22.8
Chlorpromazine 25mg tablets,2024-07,21.02
Chlorpromazine 25mg tablets,2024-08,21.64
Chlorpromazine 25mg tablets,2024-09,21.64
Chlorpromazine 25mg tablets,2024-10,21.36
Chlorpromazine 25mg tablets,2025-01,20.12
Chlorpromazine 25mg tablets,2025-04,20.79
Chlorpromazine 25mg tablets,2025-07,18.68
Chlorpromazine 25mg tablets,2025-09,18.68
Chlorpromazine 25mg tablets,2025-10,16.33
Chlorpromazine 25mg tablets,2026-01,15.68
Chlorpromazine 50mg tablets,2021-01,16.51
Chlorpromazine 50mg tablets,2021-04,13.55
Chlorpromazine 50mg tablets,2021-07,21.04
Chlorpromazine 50mg tablets,2021-10,15.11
Chlorpromazine 50mg tablets,2022-01,10.49
Chlorpromazine 50mg tablets,2022-04,9.13
Chlorpromazine 50mg tablets,2022-07,10.4
Chlorpromazine 50mg tablets,2022-10,13.98
Chlorpromazine 50mg tablets,2022-12,14.6
Chlorpromazine 50mg tablets,2023-01,22.2
Chlorpromazine 50mg tablets,2023-04,22.19
Chlorpromazine 50mg tablets,2023-07,25.57
Chlorpromazine 50mg tablets,2023-10,25.2
Chlorpromazine 50mg tablets,2024-01,22.18
Chlorpromazine 50mg tablets,2024-04,22.73
Chlorpromazine 50mg tablets,2024-07,21.01
Chlorpromazine 50mg tablets,2024-08,21.64
Chlorpromazine 50mg tablets,2024-09,21.64
Chlorpromazine 50mg tablets,2024-10,21.35
Chlorpromazine 50mg tablets,2025-01,20.28
Chlorpromazine 50mg tablets,2025-04,20.75
Chlorpromazine 50mg tablets,2025-07,18.65
Chlorpromazine 50mg tablets,2025-09,18.65
Chlorpromazine 50mg tablets,2025-10,16.44
Chlorpromazine 50mg tablets,2026-01,15.84
Cilostazol 100mg tablets,2021-01,6.47
Cilostazol 100mg tablets,2021-04,6.75
Cilostazol 100mg tablets,2021-07,6.25
Cilostazol 100mg tablets,2021-10,6.37
Cilostazol 100mg tablets,2022-01,5.36
Cilostazol 100mg tablets,2022-04,5.55
Cilostazol 100mg tablets,2022-07,6.13
Cilostazol 100mg tablets,2022-10,6.34
Cilostazol 100mg tablets,2022-12,6.61
Cimetidine 400mg tablets,2023-07,10.94
Cimetidine 400mg tablets,2023-10,9.8
Cimetidine 400mg tablets,2024-01,7.93
Cimetidine 400mg tablets,2024-04,7.96
Cimetidine 400mg tablets,2024-07,7.15
Cimetidine 400mg tablets,2024-08,7.26
Cimetidine 400mg tablets,2024-09,7.26
Cimetidine 400mg tablets,2024-10,6.66
Cimetidine 400mg tablets,2025-01,6.13
Cimetidine 400mg tablets,2025-04,5.55
Cimetidine 400mg tablets,2025-07,5.78
Cimetidine 400mg tablets,2025-09,5.78
Cimetidine 400mg tablets,2025-10,4.79
Cimetidine 400mg tablets,2026-01,5.08
Cinacalcet 30mg tablets,2022-10,9.11
Cinacalcet 30mg tablets,2022-12,9.51
Cinacalcet 30mg tablets,2023-01,8.97
Cinacalcet 30mg tablets,2023-04,8.68
Cinacalcet 30mg tablets,2023-07,6.11
Cinacalcet 30mg tablets,2023-10,6.3
Cinacalcet 30mg tablets,2024-01,5.42
Cinacalcet 30mg tablets,2024-04,6.4
Cinacalcet 30mg tablets,2024-07,4.73
Cinacalcet 30mg tablets,2024-08,4.74
Cinacalcet 30mg tablets,2024-09,4.74
Cinacalcet 30mg tablets,2024-10,7.41
Cinacalcet 30mg tablets,2025-01,6.15
Cinacalcet 30mg tablets,2025-04,6.09
Cinacalcet 30mg tablets,2025-07,5.08
Cinacalcet 30mg tablets,2025-09,5.08
Cinacalcet 30mg tablets,2025-10,4.09
Cinacalcet 30mg tablets,2026-01,3.81
Cinnarizine 15mg tablets,2021-01,4.7
Cinnarizine 15mg tablets,2021-04,4.74
Cinnarizine 15mg tablets,2021-07,3.93
Cinnarizine 15mg tablets,2021-10,3.62
Cinnarizine 15mg tablets,2022-01,3.69
Cinnarizine 15mg tablets,2022-04,4.55
Cinnarizine 15mg tablets,2022-07,5.03
Cinnarizine 15mg tablets,2022-10,5.02
Cinnarizine 15mg tablets,2022-12,5.23
Cinnarizine 15mg tablets,2023-01,4.95
Cinnarizine 15mg tablets,2023-04,4.72
Cinnarizine 15mg tablets,2023-07,4.81
Cinnarizine 15mg tablets,2023-10,5.03
Cinnarizine 15mg tablets,2024-01,4.91
Cinnarizine 15mg tablets,2024-04,4.99
Cinnarizine 15mg tablets,2024-07,4.89
Cinnarizine 15mg tablets,2024-08,4.91
Cinnarizine 15mg tablets,2024-09,4.91
Cinnarizine 15mg tablets,2024-10,5.0
Cinnarizine 15mg tablets,2025-01,4.27
Cinnarizine 15mg tablets,2025-04,4.12
Cinnarizine 15mg tablets,2025-07,3.72
Cinnarizine 15mg tablets,2025-09,3.72
Cinnarizine 15mg tablets,2025-10,3.32
Cinnarizine 15mg tablets,2026-01,3.06
Ciprofloxacin 250mg tablets,2021-01,1.75
Ciprofloxacin 250mg tablets,2021-04,2.04
Ciprofloxacin 250mg tablets,2021-07,1.66
Ciprofloxacin 250mg tablets,2021-10,1.54
Ciprofloxacin 250mg tablets,2022-01,1.17
Ciprofloxacin 250mg tablets,2022-04,0.94
Ciprofloxacin 250mg tablets,2022-07,0.93
Ciprofloxacin 250mg tablets,2022-10,0.97
Ciprofloxacin 250mg tablets,2022-12,1.0
Ciprofloxacin 250mg tablets,2023-01,1.0
Ciprofloxacin 250mg tablets,2023-04,0.97
Ciprofloxacin 250mg tablets,2023-07,1.12
Ciprofloxacin 250mg tablets,2023-10,0.93
Ciprofloxacin 250mg tablets,2024-01,0.8
Ciprofloxacin 250mg tablets,2024-04,0.76
Ciprofloxacin 250mg tablets,2024-07,0.93
Ciprofloxacin 250mg tablets,2024-08,0.8
Ciprofloxacin 250mg tablets,2024-09,0.8
Ciprofloxacin 500mg tablets,2021-01,1.85
Ciprofloxacin 500mg tablets,2021-04,3.89
Ciprofloxacin 500mg tablets,2021-07,3.04
Ciprofloxacin 500mg tablets,2021-10,2.19
Ciprofloxacin 500mg tablets,2022-01,1.57
Ciprofloxacin 500mg tablets,2022-04,1.14
Ciprofloxacin 500mg tablets,2022-07,1.26
Ciprofloxacin 500mg tablets,2022-10,1.25
Ciprofloxacin 500mg tablets,2022-12,1.29
Ciprofloxacin 500mg tablets,2023-01,1.28
Ciprofloxacin 500mg tablets,2023-04,1.26
Ciprofloxacin 500mg tablets,2023-07,1.22
Ciprofloxacin 500mg tablets,2023-10,1.02
Ciprofloxacin 500mg tablets,2024-01,1.02
